"","species","mean_temp","se_temp","within_sp_var_temp","mean_prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Mechanism"
"933","Prestonia haughtii Woodson",5.699774,0.000588,1.8e-05,7.786851,0.025116,0.034853,7.395308,0.013163,0.002834,9.581193,0.048312,0.037827,"Mechanism_1"
"934","Prestonia ipomaeifolia A.DC.",5.69927,0.000953,1.1e-05,7.823439,0.181668,0.019916,7.339393,0.055441,0.00162,9.821277,0.181672,0.021615,"Mechanism_1"
"935","Prestonia leco A.Fuentes & J.F.Morales",5.670053,NA,7.4e-05,7.017506,NA,0.139413,7.222566,NA,0.011337,9.194922,NA,0.151306,"Mechanism_1"
"936","Prestonia lenticellata A.H.Gentry",5.701947,NA,7.4e-05,8.034631,NA,0.139413,7.4313,NA,0.011337,9.679656,NA,0.151306,"Mechanism_1"
"937","Prestonia lindleyana Woodson",5.697113,0.001813,4e-06,7.698505,0.066187,0.006971,7.290778,0.025607,0.000567,9.605155,0.081528,0.007565,"Mechanism_1"
"938","Prestonia mexicana A.DC.",5.691542,0.001321,1e-06,7.20016,0.055045,0.00249,7.489346,0.009275,0.000206,8.931309,0.063429,0.002751,"Mechanism_1"
"939","Prestonia mollis Kunth",5.687717,0.002116,6e-06,6.484252,0.131528,0.010724,7.222978,0.029839,0.00081,8.6422,0.152245,0.010808,"Mechanism_1"
"940","Prestonia morilloi Markgr.",5.700945,NA,7.4e-05,7.826044,NA,0.139413,7.41758,NA,0.011337,9.562827,NA,0.151306,"Mechanism_1"
"941","Prestonia parvifolia K.Schum. ex Woodson",5.699942,NA,7.4e-05,6.88551,NA,0.139413,7.103322,NA,0.011337,9.120197,NA,0.151306,"Mechanism_1"
"942","Prestonia plumierifolia Markgr.",5.697787,0.000567,1.1e-05,7.484286,0.121804,0.019916,7.191056,0.0413,0.00162,9.635516,0.114879,0.021615,"Mechanism_1"
"943","Prestonia robusta Rusby",5.697528,0.000761,1.5e-05,7.551728,0.231237,0.027883,7.408496,0.039382,0.002267,9.4688,0.214347,0.030261,"Mechanism_1"
"944","Prestonia schumanniana Woodson",5.697261,NA,7.4e-05,7.547502,NA,0.139413,7.042286,NA,0.011337,9.586583,NA,0.151306,"Mechanism_1"
"945","Prestonia seemannii Miers",5.701613,NA,7.4e-05,7.733684,NA,0.139413,7.430707,NA,0.011337,9.398147,NA,0.151306,"Mechanism_1"
"946","Prestonia speciosa Donn.Sm.",5.685138,0.00404,7e-06,7.478803,0.107432,0.013941,7.420187,0.018275,0.001134,9.105769,0.084012,0.015131,"Mechanism_1"
"947","Prestonia tomentosa R.Br.",5.693058,0.000807,1e-06,7.295525,0.03225,0.001884,7.331508,0.011778,0.000153,9.17619,0.038038,0.002045,"Mechanism_1"
"948","Prestonia vana Woodson",5.695715,0.000549,7e-06,8.02995,0.098067,0.013941,7.132612,0.027446,0.001134,10.066189,0.08469,0.015131,"Mechanism_1"
"949","Prestonia vaupesana Woodson",5.69305,0.001894,1.2e-05,8.114173,0.037485,0.023235,7.16939,0.025358,0.00189,10.064849,0.026657,0.025218,"Mechanism_1"
"950","Schubertia schreiteri Descole & T.Mey.",5.690126,0.002539,6e-06,6.592164,0.056964,0.010724,7.53146,0.021362,0.000872,8.27647,0.101988,0.011639,"Mechanism_1"
"951","Secondatia duckei Markgr.",5.69843,0.001754,1.8e-05,7.853462,0.086712,0.034853,7.149041,0.01382,0.002834,9.895923,0.044651,0.037827,"Mechanism_1"
"952","Secondatia floribunda A.DC.",5.691399,0.001586,4e-06,6.691646,0.070026,0.006971,7.356935,0.019192,0.000567,8.527464,0.049943,0.007565,"Mechanism_1"
"953","Stephanotis floribunda Brongn.",5.679388,0.00669,2.5e-05,7.183068,0.246538,0.046471,7.325817,0.085074,0.003779,9.169468,0.298902,0.050435,"Mechanism_1"
"954","Tassadia burchelii E.Fourn.",5.694146,0.002075,1.8e-05,7.482037,0.147773,0.034853,7.302355,0.049558,0.002834,9.216377,0.1745,0.037827,"Mechanism_1"
"955","Tassadia capitata W.D.Stevens",5.699603,0.003012,3.7e-05,7.539493,0.126729,0.069706,7.274231,0.082049,0.005669,9.422743,0.274704,0.075653,"Mechanism_1"
"956","Tassadia castellanosii Fontella",5.695918,NA,7.4e-05,8.102586,NA,0.139413,7.211557,NA,0.011337,10.11387,NA,0.151306,"Mechanism_1"
"957","Tassadia cordata Malme",5.698769,0.001172,3.7e-05,7.762524,0.289454,0.069706,7.136614,0.083028,0.005669,9.826446,0.330326,0.075653,"Mechanism_1"
"958","Tassadia decaisneana Miq.",5.704948,NA,7.4e-05,7.367709,NA,0.139413,7.347944,NA,0.011337,9.412955,NA,0.151306,"Mechanism_1"
"959","Tassadia ivonae Morillo",5.700609,0.002006,3.7e-05,7.7557,0.011564,0.069706,7.435137,0.034517,0.005669,9.482244,0.0597,0.075653,"Mechanism_1"
"960","Tassadia leptobotrys Decne.",5.698434,0.001508,3.7e-05,7.728043,0.027296,0.069706,7.147299,0.02282,0.005669,9.768759,0.060921,0.075653,"Mechanism_1"
"961","Tassadia martiana Decne.",5.699719,0.000111,2.5e-05,7.616192,0.16238,0.046471,7.210152,0.072223,0.003779,9.645744,0.231754,0.050435,"Mechanism_1"
"962","Tassadia obovata Decne.",5.691108,0.001231,1e-06,7.746681,0.060504,0.00249,7.317956,0.015562,0.000202,9.659938,0.059515,0.002702,"Mechanism_1"
"963","Tassadia propinqua Decne.",5.696669,0.000701,2e-06,7.517945,0.047159,0.003098,7.30319,0.014477,0.000258,9.435039,0.051225,0.003439,"Mechanism_1"
"964","Temnadenia stenantha Woodson",5.667637,NA,7.4e-05,7.40367,NA,0.139413,7.24065,NA,0.011337,9.274816,NA,0.151306,"Mechanism_1"
"965","Thenardia galeottiana Baill.",5.674652,0.002318,1.5e-05,6.7766,0.23501,0.027883,7.542124,0.018952,0.002267,8.447938,0.156557,0.030261,"Mechanism_1"
"966","Bisgoeppertia robustior Greuter & R.Rankin",5.694221,0.005721,3.7e-05,7.271149,0.233243,0.069706,7.451193,0.009873,0.005669,9.206556,0.093168,0.075653,"Mechanism_1"
"967","Malanea ecuadorensis C.M.Taylor",5.695246,NA,7.4e-05,8.240121,NA,0.139413,7.068172,NA,0.011337,10.259412,NA,0.151306,"Mechanism_1"
"968","Malanea egleri Steyerm.",5.698937,NA,7.4e-05,7.741968,NA,0.139413,7.375882,NA,0.011337,9.728658,NA,0.151306,"Mechanism_1"
"969","Malanea ptariensis Steyerm.",5.665215,NA,7.4e-05,8.029433,NA,0.139413,7.301822,NA,0.011337,9.435003,NA,0.151306,"Mechanism_1"
"970","Malanea sipapoensis Steyerm.",5.671295,0.016528,3.7e-05,7.885833,0.075886,0.069706,7.152107,0.149041,0.005669,10.003692,0.238088,0.075653,"Mechanism_1"
"971","Manettia angamarcensis Benoist",5.685788,NA,7.4e-05,7.670429,NA,0.139413,7.03966,NA,0.011337,9.963029,NA,0.151306,"Mechanism_1"
"972","Manettia arboricola Lorence",5.688116,0.009481,3.7e-05,8.112413,0.19233,0.069706,7.344302,0.052646,0.005669,9.683186,0.078104,0.075653,"Mechanism_1"
"973","Manettia asclepiadacea Standl.",5.690037,0.004062,1.2e-05,8.198997,0.050351,0.023235,7.030031,0.016521,0.00189,10.341769,0.073971,0.025218,"Mechanism_1"
"974","Manettia asperifolia Standl.",5.69491,NA,7.4e-05,7.388328,NA,0.139413,7.46049,NA,0.011337,9.086703,NA,0.151306,"Mechanism_1"
"975","Manettia barbata Oerst.",5.682755,0.007426,1.5e-05,7.556708,0.370931,0.027883,7.313825,0.089847,0.002267,9.41617,0.370011,0.030261,"Mechanism_1"
"976","Manettia beyrichiana K.Schum.",5.684315,0.004428,1.8e-05,7.300178,0.09553,0.034853,7.165502,0.025254,0.002834,9.219036,0.070294,0.037827,"Mechanism_1"
"977","Manettia calycosa Griseb.",5.685438,0.001838,3e-06,7.521376,0.083478,0.005809,7.3272,0.021601,0.000472,9.337431,0.092534,0.006304,"Mechanism_1"
"978","Manettia campanulacea Standl.",5.678294,NA,7.4e-05,7.30317,NA,0.139413,7.072422,NA,0.011337,9.561772,NA,0.151306,"Mechanism_1"
"979","Manettia canescens K.Schum.",5.640053,0.012612,3.7e-05,6.755307,0.057039,0.069706,6.836457,0.172048,0.005669,8.987581,0.185058,0.075653,"Mechanism_1"
"980","Manettia chrysoderma Sprague",5.690866,NA,7.4e-05,7.275172,NA,0.139413,7.317876,NA,0.011337,8.984067,NA,0.151306,"Mechanism_1"
"981","Manettia cinchonarum Standl. ex Steyerm.",5.6793,0.006149,3.7e-05,7.596885,0.148551,0.069706,7.269043,0.02125,0.005669,9.636087,0.073331,0.075653,"Mechanism_1"
"982","Manettia coccocypseloides Wernham",5.66789,0.003074,5e-06,7.552837,0.086973,0.008713,7.155141,0.023445,0.000709,9.581043,0.060982,0.009457,"Mechanism_1"
"983","Manettia coerulea Alain",5.664868,NA,7.4e-05,7.330405,NA,0.139413,7.297091,NA,0.011337,9.311271,NA,0.151306,"Mechanism_1"
"984","Manettia congestoides Wernham",5.686918,0.000883,2.5e-05,7.288743,0.123813,0.046471,7.199551,0.019415,0.003779,9.188396,0.084966,0.050435,"Mechanism_1"
"985","Manettia cordifolia Mart.",5.689299,0.00084,1e-06,7.141047,0.032881,0.000955,7.32829,0.009456,7.8e-05,9.039511,0.036288,0.001036,"Mechanism_1"
"986","Manettia corticifer Wernham",5.662482,0.004786,7e-06,7.452428,0.177206,0.012674,7.098624,0.045014,0.001031,9.558868,0.123613,0.013755,"Mechanism_1"
"987","Manettia cryptantha Standl.",5.683744,0.0034,3.7e-05,7.634247,0.215467,0.069706,7.315726,0.040554,0.005669,9.697902,0.067931,0.075653,"Mechanism_1"
"988","Manettia discolor Standl. ex Steyerm.",5.644563,NA,7.4e-05,7.575072,NA,0.139413,6.821107,NA,0.011337,10.077651,NA,0.151306,"Mechanism_1"
"989","Manettia divaricata Wernham",5.690757,0.001937,4e-06,7.710278,0.094776,0.008201,7.123559,0.019382,0.000667,9.915409,0.100537,0.0089,"Mechanism_1"
"990","Manettia domingensis Sprague",5.65126,NA,7.4e-05,7.205635,NA,0.139413,7.21891,NA,0.011337,9.462732,NA,0.151306,"Mechanism_1"
"991","Manettia evenia Sprague",5.645127,0.006034,1.8e-05,7.251514,0.230453,0.034853,6.867476,0.078051,0.002834,9.553467,0.085747,0.037827,"Mechanism_1"
"992","Manettia fiebrigii Standl.",5.653334,0.004612,1.8e-05,7.199437,0.133713,0.034853,7.320706,0.031676,0.002834,8.66507,0.106225,0.037827,"Mechanism_1"
"993","Manettia fimbriata Cham. & Schltdl.",5.692216,NA,7.4e-05,7.270313,NA,0.139413,7.239933,NA,0.011337,8.902183,NA,0.151306,"Mechanism_1"
"994","Manettia flexilis Brandegee",5.673686,0.00666,1.8e-05,8.0495,0.099382,0.034853,7.261788,0.079484,0.002834,9.855364,0.136935,0.037827,"Mechanism_1"
"995","Manettia glaziovii Wernham",5.656159,0.003845,3.7e-05,7.699344,0.023334,0.069706,7.013914,0.001799,0.005669,9.829158,0.089366,0.075653,"Mechanism_1"
"996","Manettia gracilis Cham. & Schltdl.",5.684493,0.003368,1.1e-05,7.261512,0.066117,0.019916,7.240907,0.046758,0.00162,9.167788,0.097968,0.021615,"Mechanism_1"
"997","Manettia leucantha K.Krause",5.688988,0.006259,3.7e-05,8.017958,0.2219,0.069706,7.183938,0.05384,0.005669,9.726117,0.106519,0.075653,"Mechanism_1"
"998","Manettia lobbii Wernham",5.666976,0.007551,1.2e-05,6.970324,0.299575,0.023235,7.135945,0.051023,0.00189,8.885526,0.393111,0.025218,"Mechanism_1"
"999","Manettia locuples Standl. ex Steyerm.",5.667412,0.010197,3.7e-05,7.968896,0.669098,0.069706,7.172353,0.083944,0.005669,9.779369,0.201542,0.075653,"Mechanism_1"
"1000","Manettia longicalycina Dwyer & Lorence",5.687484,NA,7.4e-05,7.653495,NA,0.139413,7.375256,NA,0.011337,9.589393,NA,0.151306,"Mechanism_1"
"1001","Manettia longipedicellata C.M.Taylor",5.701947,0,3.7e-05,8.382361,0.064839,0.069706,7.409437,0.002119,0.005669,9.977947,0.02963,0.075653,"Mechanism_1"
"1002","Manettia meridensis K.Schum.",5.676923,0.010726,1.8e-05,7.452442,0.193136,0.034853,7.300147,0.085633,0.002834,9.202856,0.190206,0.037827,"Mechanism_1"
"1003","Manettia microphylla Lorence & Dwyer",5.681214,0.006473,1.5e-05,8.01498,0.376108,0.027883,7.306183,0.047886,0.002267,9.472338,0.210953,0.030261,"Mechanism_1"
"1004","Manettia modica Standl.",5.660701,0.000348,3.7e-05,6.844418,0.144917,0.069706,7.145764,0.035068,0.005669,9.120052,0.034141,0.075653,"Mechanism_1"
"1005","Manettia pearcei Wernham",5.684295,0.003846,7e-06,7.067264,0.128961,0.013941,7.344464,0.039888,0.001134,8.950614,0.153034,0.015131,"Mechanism_1"
"1006","Manettia pectinata Sprague",5.677448,0.008017,1.2e-05,7.777632,0.211786,0.023235,7.243296,0.073574,0.00189,9.655507,0.261906,0.025218,"Mechanism_1"
"1007","Manettia pichinchensis Wernham",5.639566,0.008175,3.7e-05,7.083858,0.086262,0.069706,6.913878,0.098238,0.005669,9.116685,0.031567,0.075653,"Mechanism_1"
"1008","Manettia poliodes Standl.",5.649486,0.005631,3.7e-05,7.134969,0.192812,0.069706,7.208079,0.017403,0.005669,8.775552,0.326423,0.075653,"Mechanism_1"
"1009","Manettia pubescens Cham. & Schltdl.",5.685405,0.000716,9e-06,7.149501,0.124761,0.017427,7.216979,0.017145,0.001417,9.165142,0.102738,0.018913,"Mechanism_1"
"1010","Manettia racemosa Ruiz & Pav.",5.684177,0.006694,8e-06,7.711753,0.132087,0.01549,7.112723,0.026054,0.00126,9.751688,0.114001,0.016812,"Mechanism_1"
"1011","Manettia reclinata L.",5.693693,0.000815,1e-06,7.786621,0.043655,0.0017,7.349368,0.015566,0.000138,9.627656,0.045034,0.001845,"Mechanism_1"
"1012","Manettia recurva Sprague",5.648303,0.00556,1.1e-05,7.373531,0.144752,0.019916,6.87619,0.070574,0.00162,9.49608,0.117681,0.021615,"Mechanism_1"
"1013","Manettia riedelii Wernham",5.685449,NA,7.4e-05,7.069874,NA,0.139413,7.137278,NA,0.011337,9.246865,NA,0.151306,"Mechanism_1"
"1014","Manettia rojasiana Chodat & Hassl.",5.693135,0.002339,1.8e-05,7.131603,0.054623,0.034853,7.425623,0.011048,0.002834,9.019265,0.0475,0.037827,"Mechanism_1"
"1015","Manettia sararensis Standl. ex Steyerm.",5.691189,0.005401,3.7e-05,7.962533,0.038822,0.069706,7.337249,0.026031,0.005669,9.747652,0.062569,0.075653,"Mechanism_1"
"1016","Manettia smithii Sprague",5.691322,0.010358,2.5e-05,7.625687,0.26001,0.046471,7.437502,0.099264,0.003779,9.351497,0.538584,0.050435,"Mechanism_1"
"1017","Manettia suratensis Standl.",5.679647,0.003657,2.5e-05,7.462441,0.092752,0.046471,7.266652,0.085713,0.003779,9.440955,0.173166,0.050435,"Mechanism_1"
"1018","Manettia thysanophora Wernham",5.671801,0.004911,1.1e-05,6.960526,0.120572,0.019916,7.192943,0.031638,0.00162,9.078292,0.107575,0.021615,"Mechanism_1"
"1019","Manettia tomentulosa Standl.",5.686031,0.013911,3.7e-05,7.104425,0.368644,0.069706,7.255308,0.035666,0.005669,9.326741,0.16938,0.075653,"Mechanism_1"
"1020","Manettia toroi Standl.",5.6666,NA,7.4e-05,6.822197,NA,0.139413,7.149132,NA,0.011337,9.39091,NA,0.151306,"Mechanism_1"
"1021","Manettia trianae Wernham",5.654234,0.004087,8e-06,7.3066,0.13451,0.01549,7.001124,0.047876,0.00126,9.362109,0.087902,0.016812,"Mechanism_1"
"1022","Manettia umbellata Ruiz & Pav.",5.667291,NA,7.4e-05,7.665285,NA,0.139413,7.153834,NA,0.011337,9.220489,NA,0.151306,"Mechanism_1"
"1023","Manettia veronicoides Standl.",5.666685,0.003463,1.2e-05,7.250736,0.211271,0.023235,7.215822,0.024567,0.00189,9.251977,0.151314,0.025218,"Mechanism_1"
"1024","Manettia verticillata Wernham",5.669226,0.004743,2.5e-05,7.481688,0.136458,0.046471,7.034362,0.017942,0.003779,9.496314,0.119554,0.050435,"Mechanism_1"
"1025","Manettia weberbaueri K.Krause",5.668153,0.0019,3.7e-05,6.131951,0.243074,0.069706,7.281186,0.019962,0.005669,8.336003,0.382333,0.075653,"Mechanism_1"
"1026","Morinda royoc L.",5.699657,0.000426,2e-06,7.312746,0.066215,0.004357,7.4944,0.008176,0.000354,9.057723,0.07487,0.004728,"Mechanism_1"
"1027","Sabicea amazonensis Wernham",5.697122,0.000924,3e-06,7.921612,0.039471,0.004807,7.222676,0.018853,0.000391,9.877028,0.037105,0.005217,"Mechanism_1"
"1028","Sabicea aristeguietae Steyerm.",5.689851,0.001219,2.5e-05,7.940136,0.325945,0.046471,7.315767,0.034801,0.003779,9.719829,0.343346,0.050435,"Mechanism_1"
"1029","Sabicea aspera Aubl.",5.699364,0.000553,3e-06,7.677217,0.051797,0.004979,7.320903,0.014069,0.000405,9.571602,0.046661,0.005404,"Mechanism_1"
"1030","Sabicea bariensis Steyerm.",5.696926,NA,7.4e-05,7.876638,NA,0.139413,7.216709,NA,0.011337,9.968479,NA,0.151306,"Mechanism_1"
"1031","Sabicea boliviensis Wernham",5.676925,NA,7.4e-05,6.481577,NA,0.139413,7.33106,NA,0.011337,8.936035,NA,0.151306,"Mechanism_1"
"1032","Sabicea brachycalyx Steyerm.",5.699017,0.000891,6e-06,7.823041,0.06534,0.011618,7.358439,0.024365,0.000945,9.687753,0.067119,0.012609,"Mechanism_1"
"1033","Sabicea burchellii Wernham",5.701278,0.001671,3.7e-05,7.43884,0.051131,0.069706,7.340734,0.014268,0.005669,9.305507,0.103602,0.075653,"Mechanism_1"
"1034","Sabicea camporum Sprague",5.691738,0.006051,1.5e-05,7.728702,0.104394,0.027883,7.246948,0.097006,0.002267,9.631056,0.157825,0.030261,"Mechanism_1"
"1035","Sabicea chocoana C.M.Taylor",5.698794,0.002127,1.5e-05,7.921403,0.103224,0.027883,7.390981,0.009665,0.002267,9.821824,0.088687,0.030261,"Mechanism_1"
"1036","Sabicea cinerea Aubl.",5.695046,0.001403,3e-06,7.346347,0.071988,0.005163,7.33298,0.018338,0.00042,9.215581,0.069414,0.005604,"Mechanism_1"
"1037","Sabicea cuneata Rusby",5.673839,NA,7.4e-05,7.500529,NA,0.139413,7.333676,NA,0.011337,9.101306,NA,0.151306,"Mechanism_1"
"1038","Sabicea erecta Rusby",5.694394,0.002158,1.2e-05,7.605522,0.133867,0.023235,7.320561,0.035491,0.00189,9.598704,0.113773,0.025218,"Mechanism_1"
"1039","Sabicea glabrescens Benth.",5.697486,0.001093,6e-06,7.727369,0.081494,0.010724,7.375489,0.01172,0.000872,9.426124,0.034976,0.011639,"Mechanism_1"
"1040","Sabicea grandifolia Steyerm.",5.696254,NA,7.4e-05,8.092239,NA,0.139413,7.215975,NA,0.011337,10.055393,NA,0.151306,"Mechanism_1"
"1041","Sabicea grisea Cham. & Schltdl.",5.696284,0.001601,4e-06,7.114423,0.075542,0.007338,7.358189,0.016779,0.000597,8.990852,0.080901,0.007963,"Mechanism_1"
"1042","Sabicea humilis S.Moore",5.6943,0.001726,8e-06,7.482126,0.049355,0.01549,7.330709,0.015841,0.00126,9.293037,0.042943,0.016812,"Mechanism_1"
"1043","Sabicea liesneri Steyerm.",5.682389,NA,7.4e-05,7.860571,NA,0.139413,7.25347,NA,0.011337,9.538708,NA,0.151306,"Mechanism_1"
"1044","Sabicea mattogrossensis Wernham",5.698554,0.00041,1.1e-05,7.541149,0.085433,0.019916,7.273391,0.049247,0.00162,9.535924,0.074771,0.021615,"Mechanism_1"
"1045","Sabicea mexicana Wernham",5.683534,0.004267,1.2e-05,7.725705,0.081645,0.023235,7.319025,0.037864,0.00189,9.601297,0.112327,0.025218,"Mechanism_1"
"1046","Sabicea mollissima Benth. ex Wernham",5.699352,0.001039,9e-06,7.66111,0.04635,0.017427,7.274988,0.027235,0.001417,9.617173,0.02529,0.018913,"Mechanism_1"
"1047","Sabicea morillorum Steyerm.",5.695582,NA,7.4e-05,8.155362,NA,0.139413,7.214504,NA,0.011337,10.126631,NA,0.151306,"Mechanism_1"
"1048","Sabicea novogranatensis K.Schum.",5.693953,0.004602,1.8e-05,8.050583,0.133447,0.034853,7.321547,0.029568,0.002834,9.579911,0.219589,0.037827,"Mechanism_1"
"1049","Sabicea panamensis Wernham",5.691518,0.001353,1e-06,7.906476,0.05186,0.00202,7.312171,0.016578,0.000169,9.755401,0.056911,0.002258,"Mechanism_1"
"1050","Sabicea pearcei Wernham",5.677714,0.006664,1.8e-05,7.77342,0.153619,0.034853,7.277165,0.065936,0.002834,9.697277,0.199916,0.037827,"Mechanism_1"
"1051","Sabicea subinvolucrata Wernham",5.696168,0.001142,1.8e-05,7.510765,0.14304,0.034853,7.410739,0.060016,0.002834,9.297496,0.212522,0.037827,"Mechanism_1"
"1052","Sabicea thyrsiflora L.Andersson",5.690191,NA,7.4e-05,8.146419,NA,0.139413,6.993933,NA,0.011337,10.10242,NA,0.151306,"Mechanism_1"
"1053","Sabicea trianae Wernham",5.699607,NA,7.4e-05,8.231642,NA,0.139413,7.334329,NA,0.011337,9.972267,NA,0.151306,"Mechanism_1"
"1054","Sabicea velutina Benth.",5.69002,0.001988,5e-06,7.826078,0.08738,0.009958,7.330886,0.022585,0.00081,9.65622,0.054527,0.010808,"Mechanism_1"
"1055","Leretia cordata Vell.",5.696576,0.000776,1e-06,7.72976,0.037639,0.001584,7.233423,0.014115,0.00013,9.687465,0.035472,0.001739,"Mechanism_1"
"1056","Pleurisanthes artocarpi Baill.",5.697006,0.001546,1.8e-05,7.781889,0.046887,0.034853,7.378832,0.037362,0.002834,9.548989,0.06705,0.037827,"Mechanism_1"
"1057","Pleurisanthes brasiliensis Tiegh.",5.697597,NA,7.4e-05,7.392032,NA,0.139413,7.281386,NA,0.011337,9.426258,NA,0.151306,"Mechanism_1"
"1058","Pleurisanthes emarginata Tiegh.",5.696321,0.000289,1.5e-05,8.172318,0.067453,0.027883,7.088878,0.013537,0.002267,10.226518,0.092006,0.030261,"Mechanism_1"
"1059","Pleurisanthes flava Sandwith",5.69705,0.000893,6e-06,7.873784,0.060355,0.010724,7.224704,0.031643,0.000872,9.740767,0.076093,0.011639,"Mechanism_1"
"1060","Pleurisanthes simpliciflora Sleumer",5.696247,0.002266,1.8e-05,7.46775,0.14454,0.034853,7.201116,0.055424,0.003779,9.47577,0.30341,0.050435,"Mechanism_1"
"1061","Mendoncia antioquiensis Wassh.",5.690132,0.010813,3.7e-05,7.944017,0.076911,0.069706,7.359516,0.023231,0.005669,9.765479,0.144686,0.075653,"Mechanism_1"
"1062","Mendoncia aurea Leonard",5.697932,0,3.7e-05,7.946137,0.03628,0.069706,7.036337,0.022422,0.005669,10.111216,0.05836,0.075653,"Mechanism_1"
"1063","Mendoncia bahiensis Profice",5.690848,0.006078,3.7e-05,7.41727,0.004506,0.069706,7.220707,0.047515,0.005669,9.300196,0.113738,0.075653,"Mechanism_1"
"1064","Mendoncia blanchetiana Profice",5.692607,0.002546,1.5e-05,7.21755,0.097028,0.027883,7.276997,0.042491,0.002267,9.117409,0.102817,0.030261,"Mechanism_1"
"1065","Mendoncia brenesii Standl. & Leonard",5.675029,0.004632,3.7e-05,8.158425,0.052514,0.069706,7.228357,0.08553,0.005669,10.060958,0.025434,0.075653,"Mechanism_1"
"1066","Mendoncia cardonae Leonard",5.691894,0.002073,5e-06,7.793231,0.080727,0.009294,7.336561,0.026328,0.000756,9.620622,0.067822,0.010087,"Mechanism_1"
"1067","Mendoncia coccinea Vell.",5.691404,0.002416,3e-06,7.566396,0.063961,0.006061,7.235405,0.016879,0.000493,9.512043,0.059045,0.006579,"Mechanism_1"
"1068","Mendoncia cordata Leonard",5.700014,0.002733,1.8e-05,8.053109,0.14681,0.034853,7.403785,0.018135,0.002834,9.872497,0.172271,0.037827,"Mechanism_1"
"1069","Mendoncia coriacea Wassh.",5.675212,NA,7.4e-05,7.849324,NA,0.139413,7.327123,NA,0.011337,9.53474,NA,0.151306,"Mechanism_1"
"1070","Mendoncia costaricana Oerst.",5.687619,0.00477,1.8e-05,8.168769,0.130973,0.034853,7.346031,0.048113,0.002834,9.884824,0.058588,0.037827,"Mechanism_1"
"1071","Mendoncia crenata Lindau",5.697757,0.003857,3.7e-05,8.215616,0.196661,0.069706,7.361269,0.014614,0.005669,9.87223,0.067348,0.075653,"Mechanism_1"
"1072","Mendoncia gigas Lindau",5.697092,0.00103,1.8e-05,7.604889,0.078082,0.034853,7.182942,0.039065,0.002834,9.721281,0.086116,0.037827,"Mechanism_1"
"1073","Mendoncia glabrescens Leonard",5.676149,0.00336,1.5e-05,7.983343,0.09112,0.027883,7.242634,0.022549,0.002267,9.734399,0.159748,0.030261,"Mechanism_1"
"1074","Mendoncia glomerata Leonard",5.691958,0.004167,6e-06,7.913662,0.070175,0.010724,7.075094,0.028859,0.000872,10.03365,0.047277,0.011639,"Mechanism_1"
"1075","Mendoncia gracilis Turrill",5.68763,0.004483,7e-06,7.972383,0.124172,0.013941,7.33011,0.023672,0.001134,9.82074,0.074996,0.015131,"Mechanism_1"
"1076","Mendoncia guatemalensis Standl. & Steyerm.",5.691401,0.003325,1.2e-05,7.85995,0.054896,0.023235,7.423362,0.017898,0.00189,9.634842,0.053771,0.025218,"Mechanism_1"
"1077","Mendoncia hoffmannseggiana Nees",5.697725,0.000582,1e-06,7.653745,0.031602,0.002213,7.301856,0.013495,0.00018,9.550985,0.033335,0.002402,"Mechanism_1"
"1078","Mendoncia killipii Leonard",5.669018,NA,7.4e-05,7.027315,NA,0.139413,7.221836,NA,0.011337,9.157361,NA,0.151306,"Mechanism_1"
"1079","Mendoncia klugii Leonard",5.6981,0.000168,3.7e-05,7.933437,0.001793,0.069706,7.058757,0.00172,0.005669,10.053733,0.003248,0.075653,"Mechanism_1"
"1080","Mendoncia lasiophyta Leonard",5.697261,NA,7.4e-05,8.074026,NA,0.139413,7.102499,NA,0.011337,10.14941,NA,0.151306,"Mechanism_1"
"1081","Mendoncia lindavii Britton",5.689691,0.003152,9e-06,8.006826,0.070238,0.017427,7.303475,0.05673,0.001417,9.852681,0.087746,0.018913,"Mechanism_1"
"1082","Mendoncia litoralis Leonard",5.697579,0.004229,2.5e-05,7.888357,0.433633,0.046471,7.339484,0.03027,0.003779,9.888678,0.439528,0.050435,"Mechanism_1"
"1083","Mendoncia meyeniana Nees",5.697764,0.000705,1.8e-05,7.475542,0.032814,0.034853,7.217624,0.022077,0.002834,9.435126,0.076064,0.037827,"Mechanism_1"
"1084","Mendoncia microchlamys Leonard",5.662595,0.006078,3.7e-05,7.384419,0.239223,0.069706,7.185743,0.067727,0.005669,9.681807,0.092482,0.075653,"Mechanism_1"
"1085","Mendoncia mirabilis Leonard",5.697701,0.002758,2.5e-05,7.964745,0.189906,0.046471,7.369359,0.005609,0.003779,9.733809,0.116538,0.050435,"Mechanism_1"
"1086","Mendoncia mutisii Leonard",5.694574,NA,7.4e-05,7.698029,NA,0.139413,7.353082,NA,0.011337,9.917538,NA,0.151306,"Mechanism_1"
"1087","Mendoncia neblinensis Wassh.",5.69659,NA,7.4e-05,7.700748,NA,0.139413,7.189922,NA,0.011337,9.999343,NA,0.151306,"Mechanism_1"
"1088","Mendoncia obovata Lindau",5.692873,0.002408,1.1e-05,7.985275,0.076338,0.019916,7.179093,0.02788,0.00162,10.019894,0.042052,0.021615,"Mechanism_1"
